id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q105085469,Secilil Eldebechel,male,,,,,Secilil Eldebechel.png,Secilil Eldebechel
Q107845064,Francis Matsutaro,male,1948,9,,,,
Q113581829,Gustav Aitaro,male,,,,,,
Q15260928,Hersey Kyota,male,1953-05-01,11,,,Hersey Kyota.jpg,Hersey Kyota
Q19560062,Antonio Bells,male,1948-07-06,11,,,Antonio Bells (cropped 3x4).jpg,Antonio Bells
Q20038862,Minoru Ueki,male,1931,9,,,,
Q26703072,Surangel Whipps Jr.,male,1968-08-09,11,,,Surangel Whipps Jr..jpg,Surangel Whipps Jr.
Q30246749,Raynold Oilouch,male,1966,9,,,Secretary Pompeo Meets With Palau Vice President Oilouch (48461558186) (cropped).jpg,Raynold Oilouch
Q3195401,Kerai Mariur,male,1951-06-04,11,,,Kerai Mariur.jpg,Kerai Mariur
Q336285,Tommy Remengesau,male,1956-02-28,11,,,Tommy Remengesau 2016.jpg,Thomas Remengesau Jr.
Q42705716,Jerrlyn Uduch Sengebau Senior,female,1965,9,,,"Uduch Sengebau Senior, 2021.jpg",Uduch Sengebau Senior
Q57471,Johnson Toribiong,male,1946-07-22,11,,,Johnson Toribiong.jpg,Johnson Toribiong
Q58080,Sandra Pierantozzi,female,1953-08-09,11,,,Sandra Pierantozzi.jpg,Sandra Pierantozzi
Q718150,Kuniwo Nakamura,male,1943-11-24,11,2020-10-14,11,中村國雄(cropped).jpg,Kuniwo Nakamura
Q982581,Elias Camsek Chin,male,1949-10-10,11,,,Elias Chin.jpg,Elias Camsek Chin
